Date,Open,High,Low,Close,Adj Close,Volume
2003-07-18,0.373214,0.378214,0.364286,0.372500,0.317526,298838400
2003-07-21,0.369464,0.371429,0.362500,0.368036,0.313720,183808800
2003-07-22,0.372679,0.374286,0.366071,0.371429,0.316613,198424800
2003-07-23,0.374107,0.374286,0.365357,0.371250,0.316460,143035200
2003-07-24,0.375714,0.383929,0.363929,0.366250,0.312198,229236000
2003-07-25,0.364464,0.385179,0.364286,0.384643,0.327877,216686400
2003-07-28,0.383929,0.383929,0.372500,0.374821,0.319504,170357600
2003-07-29,0.374821,0.376429,0.366429,0.370000,0.315395,197120000
2003-07-30,0.370893,0.373214,0.360179,0.362143,0.308697,173594400
2003-07-31,0.370357,0.381250,0.367321,0.376429,0.320875,301464800
2003-08-01,0.375000,0.379821,0.368571,0.370179,0.315547,149604000
2003-08-04,0.366607,0.383929,0.362143,0.378750,0.322853,230115200
2003-08-05,0.381250,0.382143,0.358929,0.363929,0.310220,249440800
2003-08-06,0.358214,0.360179,0.348214,0.350536,0.298803,245464800
2003-08-07,0.352321,0.358750,0.346786,0.355893,0.303370,174378400
2003-08-08,0.359107,0.359464,0.350000,0.350714,0.298955,137659200
2003-08-11,0.353929,0.355893,0.348393,0.351071,0.299259,137228000
2003-08-12,0.352857,0.353571,0.347500,0.351786,0.299869,164438400
2003-08-13,0.354643,0.363214,0.349643,0.360357,0.307175,284099200
2003-08-14,0.360893,0.363036,0.356071,0.356607,0.303978,192780000
2003-08-15,0.357500,0.358393,0.351071,0.351964,0.300020,125865600
2003-08-18,0.354643,0.364464,0.352143,0.363214,0.309610,192774400
2003-08-19,0.363750,0.365179,0.357143,0.362857,0.309306,133688800
2003-08-20,0.360357,0.379821,0.359643,0.375179,0.319809,273212800
2003-08-21,0.375536,0.387679,0.374107,0.387143,0.330008,255326400
2003-08-22,0.389464,0.392857,0.368571,0.372857,0.317830,250264000
2003-08-25,0.371071,0.373393,0.365893,0.372500,0.317526,137782400
2003-08-26,0.370536,0.376250,0.363393,0.375893,0.320418,164959200
2003-08-27,0.373393,0.383571,0.368929,0.383571,0.326963,225702400
2003-08-28,0.380893,0.396786,0.380893,0.396250,0.337771,319625600
2003-08-29,0.396429,0.408036,0.393750,0.403750,0.344164,263155200
2003-09-02,0.404643,0.408929,0.400000,0.408036,0.347817,242132800
2003-09-03,0.407143,0.416429,0.406429,0.409821,0.349339,268828000
2003-09-04,0.413571,0.415179,0.406607,0.407679,0.347513,199780000
2003-09-05,0.405893,0.413393,0.400179,0.401786,0.342490,240133600
2003-09-08,0.401429,0.406964,0.401250,0.406071,0.346142,167244000
2003-09-09,0.402321,0.404821,0.395000,0.399464,0.340510,180370400
2003-09-10,0.397321,0.403750,0.394821,0.396071,0.337618,224890400
2003-09-11,0.397321,0.406964,0.394643,0.402857,0.343403,213684800
2003-09-12,0.401964,0.413214,0.398393,0.412500,0.351622,179989600
2003-09-15,0.407321,0.408929,0.395000,0.396607,0.338075,226844800
2003-09-16,0.396607,0.405179,0.396429,0.399286,0.340359,269007200
2003-09-17,0.399464,0.399643,0.390179,0.395000,0.336705,289396800
2003-09-18,0.394643,0.410536,0.391964,0.408571,0.348273,252907200
2003-09-19,0.408571,0.411607,0.400536,0.403214,0.343707,205956800
2003-09-22,0.396071,0.401786,0.391429,0.394286,0.336096,179821600
2003-09-23,0.393214,0.401071,0.390714,0.400536,0.341424,132451200
2003-09-24,0.396607,0.398393,0.376429,0.380714,0.324527,301285600
2003-09-25,0.381071,0.381607,0.361607,0.364821,0.310980,574380800
2003-09-26,0.362500,0.387500,0.359821,0.369464,0.314938,347250400
2003-09-29,0.383750,0.386964,0.368750,0.380357,0.324223,365702400
2003-09-30,0.376607,0.378929,0.365000,0.370000,0.315395,285426400
2003-10-01,0.369821,0.376786,0.360536,0.371250,0.316460,236112800
2003-10-02,0.371429,0.371429,0.362143,0.367321,0.313111,204058400
2003-10-03,0.374821,0.390357,0.372857,0.387321,0.330159,299600000
2003-10-06,0.386964,0.398750,0.385357,0.398036,0.339293,268329600
2003-10-07,0.393750,0.418036,0.391250,0.414643,0.353449,418174400
2003-10-08,0.415179,0.420357,0.405893,0.411786,0.351014,428668800
2003-10-09,0.416071,0.422679,0.406964,0.418750,0.356950,347748800
2003-10-10,0.419643,0.425179,0.417321,0.422857,0.360451,174837600
2003-10-13,0.423750,0.435893,0.423571,0.434821,0.370649,279865600
2003-10-14,0.434286,0.441786,0.431964,0.438393,0.373694,275419200
2003-10-15,0.443750,0.446607,0.438929,0.443214,0.377804,610103200
2003-10-16,0.425000,0.425714,0.400179,0.415179,0.353906,975682400
2003-10-17,0.417500,0.419464,0.400536,0.406250,0.346295,359811200
2003-10-20,0.403571,0.416786,0.399643,0.414643,0.353449,279132000
2003-10-21,0.416250,0.417857,0.406250,0.413929,0.352840,176461600
2003-10-22,0.409643,0.414286,0.405000,0.406429,0.346447,161599200
2003-10-23,0.405893,0.413393,0.403393,0.410536,0.349948,165211200
2003-10-24,0.402857,0.408036,0.396964,0.403571,0.344011,219856000
2003-10-27,0.406250,0.408750,0.401607,0.403571,0.344011,162013600
2003-10-28,0.402857,0.424464,0.400000,0.423571,0.361060,251714400
2003-10-29,0.419821,0.426786,0.416786,0.423036,0.360603,267080800
2003-10-30,0.428393,0.428571,0.408393,0.412321,0.351470,260556800
2003-10-31,0.416071,0.416964,0.406786,0.408750,0.348426,218153600
2003-11-03,0.407679,0.416071,0.406786,0.413393,0.352383,302842400
2003-11-04,0.411964,0.412500,0.403393,0.409107,0.348730,249233600
2003-11-05,0.407500,0.413036,0.401250,0.411250,0.350557,322470400
2003-11-06,0.409107,0.413393,0.404464,0.412857,0.351927,397073600
2003-11-07,0.414107,0.415000,0.400893,0.401786,0.342490,210145600
2003-11-10,0.400893,0.404464,0.390000,0.391071,0.333356,234276000
2003-11-11,0.391071,0.393214,0.383571,0.384643,0.327877,215073600
2003-11-12,0.383571,0.405714,0.383571,0.398750,0.339902,300003200
2003-11-13,0.394107,0.402857,0.391429,0.400357,0.341271,212772000
2003-11-14,0.401429,0.403750,0.380000,0.383214,0.326658,237048000
2003-11-17,0.381250,0.381607,0.374107,0.377321,0.321635,228256000
2003-11-18,0.378750,0.381071,0.363393,0.364464,0.310676,267192800
2003-11-19,0.367143,0.368750,0.361786,0.364643,0.310828,344584800
2003-11-20,0.358929,0.376429,0.358929,0.363929,0.310220,239590400
2003-11-21,0.363214,0.367500,0.354464,0.362143,0.308697,241836000
2003-11-24,0.366071,0.379821,0.365179,0.377679,0.321940,381824800
2003-11-25,0.379107,0.379464,0.368036,0.369286,0.314786,268654400
2003-11-26,0.373036,0.377679,0.361607,0.370000,0.315395,245128800
2003-11-28,0.371071,0.376250,0.366429,0.373393,0.318287,76098400
2003-12-01,0.375714,0.390179,0.375000,0.387679,0.330465,361536000
2003-12-02,0.385714,0.391071,0.382321,0.384643,0.327877,205296000
2003-12-03,0.384643,0.390000,0.374286,0.375536,0.320114,191296000
2003-12-04,0.373929,0.378036,0.370893,0.377679,0.321940,177940000
2003-12-05,0.373214,0.377679,0.370179,0.372321,0.317373,186177600
2003-12-08,0.371071,0.376429,0.364464,0.375893,0.320418,148237600
2003-12-09,0.378036,0.379464,0.364286,0.365179,0.311285,135144800
2003-12-10,0.365179,0.368036,0.356429,0.363929,0.310220,271336800
2003-12-11,0.361607,0.381071,0.360893,0.378750,0.322853,183136800
2003-12-12,0.380714,0.380714,0.369643,0.373036,0.317982,192673600
2003-12-15,0.383750,0.383750,0.358393,0.360179,0.307023,388908800
2003-12-16,0.360536,0.365893,0.357321,0.359286,0.306262,373956800
2003-12-17,0.358571,0.359464,0.353393,0.355000,0.302608,274260000
2003-12-18,0.355357,0.360357,0.355357,0.357857,0.305044,330915200
2003-12-19,0.360536,0.364643,0.350357,0.351786,0.299869,453560800
2003-12-22,0.350893,0.355179,0.343750,0.354464,0.302151,377064800
2003-12-23,0.355714,0.356250,0.350000,0.353750,0.301543,308498400
2003-12-24,0.352143,0.367679,0.350893,0.364464,0.310676,177475200
2003-12-26,0.363393,0.373393,0.363214,0.371071,0.316308,103695200
2003-12-29,0.373393,0.377857,0.372500,0.377679,0.321940,233458400
2003-12-30,0.378214,0.383929,0.377679,0.380000,0.323919,204853600
2003-12-31,0.381250,0.384464,0.378214,0.381607,0.325289,174451200
2004-01-02,0.384821,0.388393,0.378214,0.380000,0.323919,144642400
2004-01-05,0.382500,0.399821,0.382500,0.395893,0.337466,395018400
2004-01-06,0.397321,0.400357,0.387679,0.394464,0.336248,509348000
2004-01-07,0.394643,0.407679,0.391607,0.403393,0.343859,586874400
2004-01-08,0.407857,0.423750,0.404464,0.417143,0.355580,460303200
2004-01-09,0.414821,0.430893,0.406964,0.410714,0.350100,427459200
2004-01-12,0.415179,0.428571,0.412500,0.423750,0.361212,487547200
2004-01-13,0.441071,0.443571,0.426071,0.430714,0.367148,679016800
2004-01-14,0.435714,0.438214,0.424643,0.432143,0.368366,620043200
2004-01-15,0.409107,0.417857,0.401786,0.408036,0.347817,1018208800
2004-01-16,0.408750,0.411429,0.403750,0.405714,0.345838,372820000
2004-01-20,0.404821,0.407143,0.397321,0.405893,0.345991,315946400
2004-01-21,0.405357,0.410179,0.400536,0.403750,0.344164,226660000
2004-01-22,0.402857,0.407679,0.396071,0.396071,0.337618,205004800
2004-01-23,0.400357,0.406071,0.397321,0.402857,0.343403,227169600
2004-01-26,0.401071,0.411786,0.400536,0.410893,0.350252,271269600
2004-01-27,0.411429,0.415179,0.407143,0.411964,0.351166,307070400
2004-01-28,0.407857,0.417500,0.400179,0.402143,0.342794,275402400
2004-01-29,0.404107,0.407143,0.396250,0.405000,0.345229,212699200
2004-01-30,0.404464,0.408393,0.400357,0.402857,0.343403,185298400
2004-02-02,0.401071,0.407321,0.394286,0.398571,0.339749,287431200
2004-02-03,0.398214,0.400000,0.392857,0.397500,0.338836,180812800
2004-02-04,0.392857,0.394464,0.387500,0.389107,0.331682,305552800
2004-02-05,0.389643,0.409107,0.389464,0.400357,0.341271,352844800
2004-02-06,0.400893,0.408750,0.400000,0.405536,0.345686,193340000
2004-02-09,0.403929,0.408214,0.401786,0.404821,0.345077,188260800
2004-02-10,0.403929,0.412857,0.400714,0.410357,0.349796,255343200
2004-02-11,0.412321,0.426250,0.411607,0.425000,0.362278,348544000
2004-02-12,0.421607,0.428393,0.421429,0.423750,0.361212,183988000
2004-02-13,0.425893,0.430357,0.407679,0.410714,0.350100,315980000
2004-02-17,0.412500,0.419464,0.412500,0.413571,0.352535,170956800
2004-02-18,0.413929,0.418571,0.411607,0.415357,0.354058,141635200
2004-02-19,0.416607,0.422143,0.400179,0.401250,0.342033,323080800
2004-02-20,0.401786,0.401964,0.396607,0.400000,0.340967,277603200
2004-02-23,0.398929,0.401071,0.390893,0.396250,0.337771,194079200
2004-02-24,0.395357,0.406071,0.392857,0.399286,0.340359,259056000
2004-02-25,0.397857,0.408929,0.396607,0.407321,0.347208,276276000
2004-02-26,0.408571,0.413929,0.407143,0.411429,0.350709,198408000
2004-02-27,0.410000,0.428929,0.409821,0.427143,0.364104,468837600
2004-03-01,0.430357,0.433929,0.426250,0.428929,0.365627,321680800
2004-03-02,0.428571,0.430357,0.424464,0.425179,0.362430,256687200
2004-03-03,0.421429,0.431964,0.421429,0.427143,0.364104,225131200
2004-03-04,0.427321,0.450357,0.426964,0.449286,0.382979,660223200
2004-03-05,0.445536,0.490893,0.444643,0.477500,0.407030,1540599200
2004-03-08,0.475357,0.478393,0.460714,0.464286,0.395766,522872000
2004-03-09,0.462500,0.486250,0.459821,0.483929,0.412510,618363200
2004-03-10,0.482857,0.502500,0.481071,0.494286,0.421338,1006964000
2004-03-11,0.486964,0.500714,0.483750,0.484821,0.413270,595851200
2004-03-12,0.487857,0.496071,0.485179,0.492143,0.419511,329224000
2004-03-15,0.482679,0.488393,0.468929,0.472321,0.402615,481717600
2004-03-16,0.474107,0.475179,0.453393,0.461071,0.393025,605432800
2004-03-17,0.463571,0.471071,0.460357,0.467679,0.398658,411432000
2004-03-18,0.463214,0.465357,0.456964,0.458393,0.390742,321081600
2004-03-19,0.456429,0.481071,0.456071,0.461786,0.393635,408576000
2004-03-22,0.453036,0.467321,0.450893,0.461786,0.393635,419031200
2004-03-23,0.462143,0.464286,0.450357,0.451607,0.384958,385515200
2004-03-24,0.451250,0.459821,0.451250,0.455357,0.388154,428215200
2004-03-25,0.466786,0.480536,0.462321,0.479821,0.409008,566445600
2004-03-26,0.482143,0.488571,0.480536,0.482857,0.411596,419893600
2004-03-29,0.488750,0.499821,0.485714,0.498393,0.424839,350728000
2004-03-30,0.495357,0.499107,0.488214,0.498571,0.424991,359676800
2004-03-31,0.498571,0.499643,0.481250,0.482857,0.411596,390773600
2004-04-01,0.480179,0.486964,0.475357,0.484107,0.412661,318332000
2004-04-02,0.495536,0.498750,0.486250,0.491071,0.418598,274478400
2004-04-05,0.490714,0.506607,0.490000,0.505714,0.431080,385672000
2004-04-06,0.494821,0.502679,0.489821,0.496964,0.423621,257992000
2004-04-07,0.493036,0.494643,0.480714,0.487679,0.415706,255119200
2004-04-08,0.497857,0.500000,0.485714,0.491607,0.419055,240917600
2004-04-12,0.491071,0.501786,0.490893,0.500714,0.426817,230540800
2004-04-13,0.499643,0.500536,0.479286,0.480893,0.409922,436396800
2004-04-14,0.477500,0.483393,0.469821,0.475714,0.405507,639732800
2004-04-15,0.514643,0.528214,0.502857,0.523214,0.445997,1761446400
2004-04-16,0.520536,0.523393,0.508929,0.521071,0.444170,402931200
2004-04-19,0.502143,0.513393,0.496964,0.506250,0.431537,712353600
2004-04-20,0.503750,0.507321,0.492143,0.495179,0.422099,354519200
2004-04-21,0.492857,0.502143,0.488750,0.495179,0.422099,325875200
2004-04-22,0.492143,0.503214,0.484107,0.496071,0.422860,344584800
2004-04-23,0.494643,0.500000,0.483036,0.494643,0.421643,315828800
2004-04-26,0.492500,0.493571,0.482143,0.484464,0.412966,231128800
2004-04-27,0.486429,0.490000,0.476607,0.481071,0.410073,283864000
2004-04-28,0.478929,0.482321,0.470357,0.472321,0.402615,231168000
2004-04-29,0.472321,0.482143,0.463929,0.478036,0.407486,460790400
2004-04-30,0.476964,0.481429,0.455179,0.460357,0.392417,466502400
2004-05-03,0.464286,0.470179,0.459643,0.465536,0.396831,297634400
2004-05-04,0.463750,0.474107,0.455357,0.466786,0.397897,279983200
2004-05-05,0.467857,0.477679,0.463571,0.475893,0.405660,238106400
2004-05-06,0.471429,0.477679,0.462500,0.474643,0.404594,263558400
2004-05-07,0.474107,0.492321,0.474107,0.476250,0.405964,419036800
2004-05-10,0.469107,0.475000,0.463214,0.469286,0.400028,249978400
2004-05-11,0.471429,0.485536,0.471429,0.484643,0.413118,305172000
2004-05-12,0.478393,0.488214,0.468571,0.487500,0.415554,245420000
2004-05-13,0.483929,0.495000,0.480357,0.485536,0.413880,229852000
2004-05-14,0.486607,0.487857,0.472321,0.483214,0.411900,257801600
2004-05-17,0.476786,0.483214,0.470714,0.475714,0.405507,300445600
2004-05-18,0.481607,0.487321,0.478571,0.483214,0.411900,206063200
2004-05-19,0.489286,0.491071,0.471786,0.472679,0.402920,375592000
2004-05-20,0.475536,0.482143,0.472679,0.476964,0.406573,196296800
2004-05-21,0.480357,0.485714,0.477321,0.484107,0.412661,179894400
2004-05-24,0.487321,0.498214,0.484107,0.488214,0.416162,235603200
2004-05-25,0.491071,0.509107,0.487321,0.507321,0.432450,319978400
